t 0.02, x 18.21198, y 0, z 9.83885, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.130044, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.138064, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.145545, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.153987, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.161797, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.169616, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.17761, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.181396, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.185431, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.189455, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.193347, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.197533, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.201484, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.205426, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.209441, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.21358, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.217427, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.221494, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.225335, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.229588, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.233558, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.24971, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.253775, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.25771, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.261611, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.265561, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.269598, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.273492, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.277472, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.281536, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.285404, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.289502, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.293291, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.297572, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.30151, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.30541, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.309461, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.313474, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.317431, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.321463, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.3254, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.329484, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.333505, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.337486, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.341455, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.345425, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.349494, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.353501, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.357357, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.361521, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.365433, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.369504, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.385743, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.389755, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.393544, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.397499, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.401627, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.405521, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.409418, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.413537, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.417487, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.421554, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.425301, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.429554, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.43357, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.437429, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.441424, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.445471, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.449457, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.453451, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.4575, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.461503, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.465399, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.469533, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.473455, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.477415, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.481513, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.485423, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.489536, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.493294, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.49754, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.5014, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.505546, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.521606, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.525531, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.529528, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.53353, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.537425, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.541334, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.545505, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.549496, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.55353, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.557474, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.5615, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.565389, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.569516, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.57344, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.577426, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.581473, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.585467, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.58949, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.593398, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.5975, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.601407, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.605464, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.609422, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.613464, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.617507, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.621479, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.625376, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.629456, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.633498, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.637489, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.641514, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.658243, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.661436, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.665567, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.669494, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.673515, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.677464, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.681416, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.68541, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.6895, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.693345, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.697484, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.701442, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.705553, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.713958, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.722282, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.741283, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.749507, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.753417, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.76162, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.765525, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.773665, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.777605, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.785964, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.789397, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.793381, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.797477, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.801455, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.805547, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.80934, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.813479, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.817719, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.837893, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.846156, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.84938, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.853582, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.857347, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.861466, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.865447, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.869582, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.87343, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.877356, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.881454, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.885454, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.889449, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.893371, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.897498, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.90153, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.905403, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.909392, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.9134, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.917465, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.921533, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.925346, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.929564, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.933576, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.937375, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.941453, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.945486, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.949472, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.953445, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.957497, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.961502, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.977774, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.981538, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.985479, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.989558, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.993407, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 6.997398, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.001488, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.005413, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.009413, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.013487, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.017591, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.021508, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.025583, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.02988, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.033388, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.037526, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.041446, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.046299, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.053827, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.058466, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.066341, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.074397, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.077427, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.082215, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.089555, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.094152, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.09748, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.101683, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.105887, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.109367, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.11414, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.142694, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.150607, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.158046, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.16258, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.169642, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.17415, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.177311, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.18211, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.18533, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.189606, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.193924, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.197446, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.201525, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.206076, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.2093, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.213576, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.218144, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.221381, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.225959, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.229423, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.233462, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.238038, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.241333, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.245424, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.250012, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.253411, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.257522, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.262101, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.265299, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.269562, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.2741, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.290229, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 7.298823, x 15.38431, y -0.2792162, z 8.866651, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
