t 0, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.741309, x 12.22069, y 14.53511, z 46.25349, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.745294, x 12.22069, y 14.53511, z 46.25349, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.74934, x 12.42897, y 14.45159, z 46.22415, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.753319, x 12.42897, y 14.45159, z 46.22415, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.757327, x 12.55653, y 14.36803, z 46.21572, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.761437, x 12.6841, y 14.28442, z 46.20681, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.76527, x 12.6841, y 14.28442, z 46.20681, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.769504, x 12.84865, y 14.2426, z 46.17424, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.77348, x 12.84865, y 14.2426, z 46.17424, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.777528, x 12.84865, y 14.2426, z 46.17424, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.781599, x 12.9762, y 14.15893, z 46.16431, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.785491, x 12.9762, y 14.15893, z 46.16431, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.789306, x 12.9762, y 14.15893, z 46.16431, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.793564, x 13.26816, y 14.03334, z 46.11964, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.797205, x 13.26816, y 14.03334, z 46.11964, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.801244, x 13.26816, y 14.03334, z 46.11964, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.805466, x 13.39226, y 13.99145, z 46.09649, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.809406, x 13.39226, y 13.99145, z 46.09649, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.813531, x 13.51633, y 13.94956, z 46.07297, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.817509, x 13.64035, y 13.90765, z 46.04908, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.821304, x 13.64035, y 13.90765, z 46.04908, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.825619, x 13.68398, y 13.86574, z 46.04878, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.829792, x 13.68398, y 13.86574, z 46.04878, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.833484, x 13.68398, y 13.86574, z 46.04878, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.837856, x 13.7678, y 13.82381, z 46.0364, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.841383, x 13.7678, y 13.82381, z 46.0364, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.845486, x 13.7678, y 13.82381, z 46.0364, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.849552, x 13.81143, y 13.78187, z 46.0359, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.853269, x 13.81143, y 13.78187, z 46.0359, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.857455, x 13.81143, y 13.78187, z 46.0359, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.861586, x 13.85159, y 13.78187, z 46.02383, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.865417, x 13.85159, y 13.78187, z 46.02383, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.869393, x 13.85159, y 13.78187, z 46.02383, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.873476, x 13.85159, y 13.78187, z 46.02383, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.877406, x 13.85159, y 13.78187, z 46.02383, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.881412, x 13.85159, y 13.78187, z 46.02383, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.885518, x 13.85159, y 13.78187, z 46.02383, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.889511, x 13.85159, y 13.78187, z 46.02383, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.893517, x 13.89522, y 13.73993, z 46.02322, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.897304, x 13.89522, y 13.73993, z 46.02322, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.901322, x 13.89522, y 13.73993, z 46.02322, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.905733, x 13.89522, y 13.73993, z 46.02322, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.909546, x 13.89522, y 13.73993, z 46.02322, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.913618, x 13.89522, y 13.73993, z 46.02322, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.917508, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.921291, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.925337, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.929776, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.93362, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.937831, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.941437, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.945632, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.949554, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.953378, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.957582, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.961466, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.965613, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.969634, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.973496, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.977529, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.981487, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.985575, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.989573, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.993448, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.997295, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.001724, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.005408, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.009519, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.013631, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.017646, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.021317, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.025541, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.029486, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.033364, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.037255, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.041427, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.045355, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.049412, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.053648, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.057554, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.061577, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.065498, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.069427, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.073433, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.07741, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.081501, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.085612, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.089526, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.093554, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.097447, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.101563, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.105469, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.109552, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.113589, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.117572, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.121279, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.125422, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.12942, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.133304, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.137652, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.141598, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.145234, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.149532, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.153396, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.157442, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.161545, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.165483, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.169399, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.173521, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.177593, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.181546, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.185546, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.189336, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.193535, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.197623, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.201523, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.205338, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.209555, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.213553, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.217404, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.221292, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.225478, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.229537, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.233552, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.237742, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.241493, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.245503, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.249444, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.253355, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.257386, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.261409, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.265301, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.269377, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.273418, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.277371, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.281414, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.285534, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.289492, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.293629, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.297539, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.301563, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.305476, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.30952, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.313512, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.317473, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.32132, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.32545, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.32938, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.333643, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.33768, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.341445, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.345516, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.349477, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.357582, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.365512, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.369569, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.373519, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.377615, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.381542, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.385554, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.389441, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.393517, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.397536, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.401531, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.405478, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.409542, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.413472, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.41754, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.421294, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.425483, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.42956, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.433532, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.437715, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.441498, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.44563, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.449518, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.453526, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.457422, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.461218, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.465534, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.469368, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.473951, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.477577, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.481426, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.485806, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.489604, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.493577, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.497576, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.50156, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.505499, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.509272, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.513452, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.517588, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.521407, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.525519, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.529485, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.533593, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.537705, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.541456, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.545524, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.549553, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.553281, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.557493, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.561538, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.565538, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.569472, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.573533, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.577468, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.581401, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.585431, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.589451, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.593467, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.597634, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.601554, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.605435, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.609504, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.613544, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.617816, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.621553, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.625579, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.629496, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.633484, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.637632, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.641459, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.645391, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.649255, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.653261, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.657409, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.661617, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.665599, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.669478, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.673518, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.677394, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.681433, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.685348, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.689293, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.693601, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.697526, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.701564, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.705475, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.709517, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.713539, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.717562, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 5.721411, x 13.93538, y 13.73993, z 46.01108, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
